,ra,dec,label
36427,321.696947,-49.059767,1
9826,91.248211,-45.156967,1
23128,31.717075,-48.935021,1
35027,13.685399,-16.647931,0
16691,346.32293500000003,-46.717284,1
35451,315.088463,-54.275835,0
17654,31.866362,-0.711277,1
15483,318.561279,-43.128805,0
30440,82.898454,-20.697822,1
8447,37.68838,-13.264781,0
36881,320.28303,-50.780477000000005,1
19111,72.60401999999999,-42.753584000000004,1
2748,51.172922,-57.612376,0
24969,73.148478,-64.788299,1
21276,21.002489,-1.58771,1
35107,43.248745,-47.591794,1
22125,23.869708,2.232939,1
32309,308.75424100000004,-57.472981000000004,1
15427,23.017605,-7.253196000000001,1
23837,17.874116,-15.275198999999999,1
14420,72.80878299999999,-18.526818,1
22186,54.67606899999999,-35.55211,1
37686,327.19286600000004,-61.708201,0
30889,357.50872000000004,-44.817286,0
38382,62.339029000000004,-53.801163,0
32847,82.01446,-47.114238,0
15481,325.75426600000003,0.661812,0
24610,50.341525,-15.348838,1
25205,63.71664499999999,-57.77238199999999,0
10218,40.489569,-10.36154,1
35581,16.782273999999994,-42.035336,0
12889,354.338267,-47.217039,0
9626,67.566427,-53.607753,1
38395,15.058998,-4.565441000000001,1
34708,13.678320000000001,-21.03961,0
21342,24.845651,-4.301776,1
7643,9.488121000000001,4.887244,1
35905,24.774758,-41.451568,0
25259,45.092323,-44.964937,0
5242,62.065371,-34.317695,0
7883,26.079803,-57.484581000000006,0
25917,331.758355,-43.745259000000004,0
9092,30.360593,-5.386405,0
21426,4.2617519999999995,-56.80752,1
13959,84.023287,-22.287257,1
21830,299.795677,-55.644822999999995,1
14720,53.876825,-35.251715000000004,1
38417,97.011643,-60.143077000000005,1
17312,55.489481000000005,-35.292107,0
16145,32.956336,-6.47203,1
35803,55.808363,-29.301837,0
33359,17.054022,-25.67234,1
14965,64.40650099999999,-22.544028,0
32971,30.904444,-8.598989999999999,1
18807,79.870654,-30.120796000000002,0
27411,68.745243,-39.267053999999995,0
26015,310.227708,-43.719786,1
32104,338.888868,-44.41348,0
33460,31.553826,-37.328019,0
28937,17.795389999999994,-48.797114,0
9800,29.210175,0.959233,1
12542,77.485603,-39.867087,0
18631,67.39431499999999,-43.929833,0
39484,34.32105,0.219038,1
33437,50.948405,-54.934667000000005,0
38300,23.749145000000002,-16.635834,1
27600,27.921304,0.165652,1
38558,44.521961,4.630121,1
4653,36.639191,-10.578527000000001,1
17244,52.963991,-30.148015,0
34878,67.097953,-26.847494,1
35290,4.55036,-0.6147600000000001,0
28603,54.743444,-26.37571,0
14247,9.432988,-25.311004999999998,1
19016,64.619463,-30.941553999999996,0
15377,13.571960999999998,1.493309,1
15449,53.003027,-16.363592999999998,1
30070,328.530233,-47.53458,1
22027,35.376126,0.246854,1
39266,89.333867,-34.132781,1
25351,355.220151,-40.065912,1
2807,13.586272,-61.22097,0
14297,44.521478,-15.5053,0
7653,30.40335,-31.09352,1
19540,23.223359,-6.430724,1
35315,2.41257,-57.152893999999996,1
7372,16.371254999999998,-36.611688,1
28927,324.232625,-52.59115,1
16481,304.670043,-61.587178,0
27044,21.389627,-1.209273,0
34643,13.591585999999998,-53.131707999999996,1
15295,55.694369,-17.818355,0
3968,54.359229000000006,-53.181655000000006,0
39853,89.32499,-58.446254,1
22038,312.932448,-53.095794999999995,1
11314,89.164468,-53.14173,1
12134,64.273983,-47.779941,0
27692,67.714952,-53.5965,1
17245,67.830119,-53.070874,0
112,16.517723999999998,-6.132594999999999,1
37661,40.381151,2.053518,1
17812,81.704737,-56.52403100000001,1
34036,25.350925,-53.900941,1
17555,92.308023,-31.455618,0
36256,12.309093,-49.478092,0
26430,341.589758,-61.360865000000004,1
5208,32.545514000000004,-2.147564,1
24393,33.966055,-31.180093,0
3495,349.652851,0.903516,0
18456,25.548099,-54.341603000000006,1
36933,318.484535,-64.737667,1
28128,314.96625,-53.554479,0
4158,96.215994,-58.984031,0
13025,20.979811,-40.884767,0
9553,67.121505,-20.864522,1
3808,358.688625,-1.354097,0
141,15.191589,-63.784649,0
28257,23.575169,-37.68847,1
13899,62.86938000000001,-29.842227,1
25344,2.1068,4.753056,0
22117,77.11187699999998,-51.359099,0
32535,83.877966,-18.533510999999997,1
1963,31.398834,-40.120713,1
20538,27.252871999999996,-56.146558,1
7289,355.47551400000003,-46.434697,1
1256,64.28555300000001,-49.909054,1
11316,20.5837,-30.917266,0
19363,47.997943,-43.311647,1
37926,41.571305,-44.626069,0
13909,82.79816,-46.306197999999995,1
9202,52.804804000000004,-39.370261,0
14495,317.86794,0.371155,1
5923,18.838424,-15.618145000000002,0
35185,326.346058,-0.757973,0
28097,301.836127,-56.436767,1
31158,30.176703000000003,-10.744497,1
8590,90.126731,-27.957049,0
10384,312.678906,-47.121388,0
19639,332.287351,-54.007366000000005,1
2428,57.174988,-48.422689,0
32012,46.105719,-10.49821,0
8612,333.01225800000003,-42.494361,0
22166,38.960786,-8.954802,1
27641,67.089714,-48.219421999999994,1
27138,41.695992,-3.3923620000000003,0
26828,56.308924,-53.04408299999999,0
35624,69.721271,-18.009498999999998,1
1522,31.262973,-59.496008,0
30842,19.162268,-1.613633,1
29030,22.011383,-0.770367,1
16435,56.369345,-65.75574,0
13530,14.973445000000002,-37.057022,0
27417,348.058382,-1.147833,1
17487,50.152862,-39.917748,0
36764,40.664583,-64.76835,0
32187,32.57266,-10.338764,0
26376,39.803256,-5.896611,1
18341,24.629309,-58.926908,1
22525,10.771515,-21.245306,0
29258,0.8670680000000001,-3.856869,0
38663,355.580193,-45.473333000000004,1
3044,304.56129599999997,-61.966861,1
16489,36.155799,-16.267827,0
33305,89.612089,-33.268799,0
12248,318.046159,-51.347679,1
32501,0.846692,-40.408837,1
34005,72.042763,-22.756422,1
12038,36.3777,-25.630013,0
35177,351.137198,0.327023,0
24552,27.772076000000002,-8.644452000000001,1
28417,357.1496,-2.162404,1
23679,59.477775,-27.285644,0
19375,47.338161,-31.382984999999998,1
17682,69.32633,-30.578436,1
9697,53.152317000000004,-34.105827000000005,1
26030,32.664421000000004,-14.905803,1
19580,44.100712,-21.779464,1
21028,21.19503,-1.520956,0
22520,30.500063,-58.583659,0
23779,17.371351,-33.494184000000004,1
19469,13.737110000000001,-30.463305,0
36364,21.327501,0.615169,1
27910,32.391967,-11.771505,1
31744,69.961617,-22.890477,1
23025,13.860787,-36.418907,0
10577,71.84597,-49.757706,1
20746,21.751260000000002,-33.120553,1
10368,41.814026,-10.504213,0
31253,54.179217,-35.433326,0
33386,36.331853,-25.448837,1
21304,7.670545,-6.940403,1
24252,2.986457,-5.770778,1
10696,314.32908399999997,-48.702532,0
25043,86.64455699999999,-57.083425,1
29934,68.84042,-44.063642,0
22849,20.050748000000002,-21.073376,0
23610,28.977009999999996,-33.473109,1
16656,347.798842,-50.07263,0
33606,16.069577,-39.833438,1
24249,85.210346,-41.164304,0
39135,5.986634,-42.638571,0
16688,351.94209700000005,-44.589538,0
31746,46.804044,-57.798516000000006,1
32048,66.486326,-31.980269,1
32911,9.867908,3.078623,1
30340,38.293786,-5.780973,1
26037,87.455345,-19.733879,0
3083,41.937915999999994,-49.211304999999996,1
30709,56.477146,-40.198762,1
14845,22.413229,-59.865916000000006,0
31935,29.902688,-24.987795000000002,1
30786,327.018379,-0.028796,1
2756,21.54281,-62.513305,0
30211,49.668308,-48.815142,0
18162,81.392844,-31.375384000000004,1
30373,327.43875,-50.983649,0
9052,6.228856,-44.948719,0
12754,26.573319,-59.737749,0
14560,322.36630499999995,-61.224419,0
19461,77.23119200000001,-34.815914,1
37552,8.104985000000001,-31.975966999999997,1
18952,355.49467799999996,-51.492387,1
20229,67.08913299999999,-66.426053,0
4313,30.670688000000002,-19.275122,1
34256,6.863522,-3.052059,1
39228,32.895413,-2.811187,1
14357,26.846556,-64.716701,0
1123,89.233175,-37.377367,0
18272,336.700156,-50.699248,1
20150,72.52891199999998,-49.298902000000005,0
22899,41.432058000000005,-62.41949,0
12100,51.917794,-21.563727,1
30514,38.33563,-10.859195,1
26206,37.704064,-62.60643,1
35401,348.369665,-44.527152,0
17277,26.069315,-51.304241,1
17321,55.344428,-17.747660999999997,0
9990,75.322683,-45.350271,1
5815,30.275591,-25.008228,1
3774,28.168272,-36.108551,0
24720,23.259217,-34.577607,1
37998,32.430017,-6.84358,1
30116,78.13355,-28.825881,1
8834,19.513082999999998,-18.329304,1
31618,79.98612800000001,-32.535644999999995,0
1397,359.19369,-56.14946,1
5804,43.544628,-16.517022,1
30110,84.677838,-25.475507,1
22519,359.71567999999996,-48.446725,1
29342,347.881838,-54.440491,1
33048,44.676828,-3.023119,0
20925,86.125537,-45.765385,0
7352,89.94159,-25.245569,1
7593,56.390522,-22.858466,1
372,49.419774,-41.107873,0
11622,60.994949,-29.151697,1
14558,16.368416,-6.087466,0
20993,29.83424,-17.160391,0
32587,306.554891,-44.74463,1
9715,11.63249,-19.979939,0
16051,65.849351,-32.344204999999995,0
4439,19.33616,-31.146921000000003,0
5024,35.087057,-53.380680000000005,1
33040,71.11097699999998,-29.894117,0
28896,51.651631,-25.276179,0
28232,21.173728,-30.611904,1
17318,45.929853,-44.412846,0
1956,333.125655,0.296401,0
24904,317.349981,-58.636963,1
29182,2.411338,4.044092,0
378,52.329087,-42.379026,0
36887,348.910721,-47.758836,0
22177,42.286977,1.9624669999999997,0
1850,307.372523,-59.163394,0
5188,27.342628,-40.323354,0
6346,22.159928,-21.231474,1
18125,31.576299,-61.853917,0
11109,22.005048000000002,-5.271235,0
10179,33.758299,-52.721029,1
29840,2.043,-43.527259,0
7315,32.548905,-9.732749,0
14888,2.147179,-46.425289,1
39671,18.365698000000002,-16.529111,0
20800,21.380593,1.573648,1
13056,90.06196899999999,-42.120212,1
20059,42.430136,2.888651,1
10,336.12318700000003,-0.627217,1
13502,54.743781000000006,-22.58209,0
6706,25.932363,-6.471255,1
20367,12.688847,-45.281665999999994,0
6427,353.033115,-41.896433,1
29699,36.279398,-1.8735080000000002,0
7582,35.160531,-16.738763,1
22514,64.428223,-33.97372,1
33709,327.826457,-55.477214000000004,1
11157,43.285147,-5.016721,0
28885,66.53195500000001,-37.259069000000004,0
28119,43.928861,4.140139,0
35300,75.23405100000001,-28.582546,0
25322,15.398592,-6.7769119999999985,0
36636,44.464388,-9.991039,1
16529,14.527237,-0.763119,1
4304,22.643099,-52.640057999999996,1
35532,0.336984,-3.8324800000000003,0
11401,4.565149,-49.835746,0
31800,14.791553,-64.749742,1
23002,21.840911,-2.59679,1
14298,72.17303100000001,-20.321894,1
11420,15.003573999999999,-40.349917,1
7280,51.409872,-41.230926000000004,0
39846,26.139004,-7.57655,1
28367,35.362473,-61.855500000000006,0
28499,302.412677,-52.687773,1
12535,15.595929,-25.015472,0
20966,10.243833,4.550911,1
13015,53.17655799999999,-13.709681,1
18423,25.985376000000002,-48.765103,0
32468,324.111897,0.047597,1
37698,305.450569,-53.5609,1
25502,351.385395,-43.364115000000005,0
38253,304.877923,-54.445838,1
7109,331.247027,-52.658698,0
14086,9.860787,-49.140718,1
35415,27.814541,-36.248926000000004,1
17113,53.85552,-20.371982,0
14549,34.924331,-51.703823,1
2004,351.057706,-51.227821,0
18838,42.008153,-45.288546999999994,0
28722,322.816901,-0.653057,0
12510,26.138384,-27.076648,1
38027,24.593934,-21.056335,1
27340,53.204721,-13.376609,1
15762,54.263876,-42.639577,0
7795,331.665007,-44.377714000000005,1
34435,20.435003,-22.01592,1
28730,18.416456,-4.073929,1
25854,336.001668,-43.966085,1
34936,69.057378,-46.987926,0
8272,37.344419,-49.466778999999995,1
15209,79.75089,-35.688272,0
19093,42.302322,-10.685447,0
23046,67.291872,-36.129656,1
15864,322.67613,-64.50479399999999,1
9931,21.191619,-0.844598,0
20905,27.837315999999998,5.226871,1
4063,321.427509,-40.056846,0
2384,346.563204,-43.654859,0
14000,338.942507,-64.636252,1
29035,46.536153999999996,-28.713984999999997,1
19601,50.144706,-53.35613299999999,0
13457,51.349852,-19.375863,1
36488,53.071791000000005,-43.575902,1
39930,54.953765000000004,-22.970844,0
2371,14.775296,-17.432558,0
17873,78.989476,-23.848712,0
29257,29.475817,-31.235573,1
9228,2.839384,-47.011345,0
18386,46.068606,-12.680616,0
3928,15.266243,-31.823840999999998,1
35136,4.169387,-35.751532,0
35919,331.710471,-1.668826,0
23793,25.381662,-4.18938,0
8665,37.201435,-2.4358310000000003,1
37190,73.09569499999998,-59.747422,0
8649,84.187077,-21.496195,1
32425,74.202709,-44.205999,0
26707,68.75894699999999,-32.073549,1
22377,82.343086,-48.310029,0
2935,4.308873,-6.485917,0
11692,330.35164100000003,-48.104314,0
3732,79.928237,-25.821936,0
10867,332.913055,1.8612520000000001,0
26748,49.748435,-11.961301,0
9559,15.612423000000001,-26.989755,1
26318,97.74345,-54.476471,0
16618,85.41814699999998,-23.26405,0
12607,63.330102000000004,-24.277259,1
11139,70.99814599999998,-45.910774,0
15112,327.996419,-65.160701,0
25491,23.129162,-37.723564,1
36509,71.015991,-41.116857,1
10200,345.360693,-59.105273,0
24502,36.52955,-53.05060699999999,1
37296,47.842518,-42.102628,0
8985,338.790293,-62.347618999999995,1
5882,59.303594,-15.843026,0
29208,27.581218,-13.885472,0
39166,43.637452,-21.48384,1
22569,85.41360999999998,-26.335501,0
22855,320.098258,-55.181087,1
36715,61.89621,-58.850162,0
32650,37.91028,-20.423367000000002,0
35202,32.945069000000004,-8.633650999999999,1
27369,8.949067,-25.889629,1
35292,3.3595839999999995,-64.285207,0
9706,334.09912599999996,-47.939079,1
4348,27.389588,-41.23761,0
737,42.360440999999994,1.3618780000000001,0
17329,43.045790000000004,-17.6899,1
13567,340.816971,-2.049235,0
29291,54.303729000000004,-36.257883,1
9319,4.124802,-0.6357689999999999,0
24162,21.728733,-37.53236,1
27490,46.704081,-51.76659,0
6401,85.66555699999999,-25.526135,1
6196,73.940915,-44.859316,1
10868,27.760239000000002,-15.172747,1
7095,44.711931,-34.953758,0
346,0.133151,-1.211122,0
2928,71.141644,-26.290225,0
30095,32.28588,-32.805638,1
33166,87.3439,-50.857037,1
7693,69.421525,-20.479855,0
19321,25.669627,-4.708928,0
6635,10.657216,-46.824115,0
21090,9.84637,-29.601165,1
34566,91.98692,-49.746789,1
2039,43.952346,-46.658339,1
33167,27.46733,-1.302792,1
36092,19.888033,3.224631,0
23532,75.677485,-45.771095,1
29901,19.125355,-13.976174,0
8934,62.566341,-59.209637,0
10287,48.82166,-48.682482,0
31008,50.121328999999996,-38.985898,1
17065,83.02484100000001,-29.004732,0
16695,85.653553,-45.276257,1
23838,318.885762,-42.437158000000004,1
37369,20.199922,-26.674542,1
22165,30.77983,-59.641363,1
24260,317.47135299999997,-60.76939399999999,1
5813,53.911593999999994,-22.750849,1
9455,75.198759,-36.572393,0
5617,43.631989000000004,4.272773,0
37347,3.95989,-36.130683000000005,0
19421,337.02811099999997,-45.096589,1
21863,21.203631,-1.342164,1
34728,69.74639499999999,-22.858808,0
34883,29.291863,-14.162905,0
35901,79.64695999999998,-45.768012,0
15031,30.858916999999998,-30.505333,1
13444,26.528152000000002,-46.229557,0
26308,6.976889999999999,1.219519,0
29819,3.3867540000000003,-45.241617,0
13610,23.749954000000002,-32.956952,1
10263,23.865368,-4.443909,0
17052,21.35602,-56.39573000000001,1
610,93.216981,-38.776837,0
28825,14.062555999999999,-22.760621,1
23118,321.084227,-40.645866999999996,1
28483,10.882943,-0.078949,1
11257,64.138882,-17.558463,1
12231,88.90066999999999,-22.366965,1
37378,56.807589,-22.963609,0
16596,52.231353999999996,-30.961733000000002,1
5873,315.843339,-48.201928,0
19870,46.620571000000005,-18.635788,0
29776,61.78464,-36.462024,0
26744,77.234121,-18.48528,1
9711,55.235102000000005,-18.65644,0
11491,41.466978000000005,-6.208431999999998,0
20994,73.474086,-18.100744,0
27937,26.355351000000002,-63.651539,1
4007,78.067753,-19.271772,1
31476,79.152126,-36.03226,1
28769,327.78893700000003,-52.812821,0
5292,22.711043,-16.366498,1
31508,43.276107,-34.269643,1
36761,80.53932900000001,-56.537035,0
3890,304.693456,-53.962123,0
16726,20.194414000000002,-24.828992,1
39534,6.053687,-7.188497,1
29618,319.190539,-60.970471,0
28286,354.56864900000005,-43.647038,0
25038,26.769244,-13.597299,0
29719,336.388283,-62.704755000000006,0
38924,343.23466099999996,-0.434375,1
12918,54.305162,-53.023555,1
12680,83.287267,-20.5745,1
11526,47.997943,-43.311647,0
35580,1.461305,-50.007287,0
32661,353.468465,-1.8156709999999998,1
10994,338.20895299999995,-52.779026,1
37170,22.680407000000002,-2.295709,1
33968,80.850933,-30.214361,0
20316,338.415578,-56.554947,1
2375,0.817041,-35.703299,1
26540,23.789381,-14.787294000000001,1
18151,76.762789,-46.351518,0
25487,338.80258100000003,-50.976324,0
24590,69.685803,-22.092401000000002,1
34781,91.80845,-47.333912,1
36013,54.857687,-34.600736999999995,0
31865,343.093189,-60.00680799999999,0
10774,57.954993,-13.942559,0
25062,21.71614,-62.965202000000005,0
8233,318.038166,-1.595053,1
7248,18.309827,-15.473906,0
19799,4.706151,-4.682342,1
12004,88.39926899999999,-34.53026,1
16780,310.05193199999997,-39.969701,1
7618,21.798751,-2.517141,1
7666,332.77086099999997,-0.611829,1
13794,46.204349,-56.986489,0
7940,17.527829,-16.858828,0
19508,36.524176000000004,-26.596821999999996,0
26981,33.775775,-17.383936,1
13009,43.736613,-22.814943,0
11941,93.011622,-43.980944,1
9269,44.062068,5.024019,1
11599,313.08612400000004,-52.153132,0
28511,6.084518,-41.249059,0
9109,306.915126,-48.278310999999995,1
34061,306.713075,-44.189079,0
6284,351.640715,-58.645291,1
19811,0.098446,-47.453409,1
25931,39.442278,1.769426,1
11874,344.236098,-41.302021,0
32887,32.933329,-0.182295,0
10095,85.389966,-43.36545,1
7341,35.446919,-39.85709,0
38799,67.044923,-28.016006,0
6918,351.443806,-41.556897,0
38225,20.020725,3.388783,0
3411,64.131631,-60.196616000000006,0
5665,36.676754,-17.411897,0
11113,40.355913,-11.083583,1
38897,7.793579999999999,-58.301473,0
24255,92.386227,-51.268919,1
13792,47.630117,-46.564327,0
31043,73.338033,-40.111571999999995,1
21941,50.138661,-24.158595000000002,0
2620,13.374141,-3.243322,0
36661,63.431589,-41.549277000000004,0
22846,55.168727000000004,-34.94879,1
4398,20.435651999999997,-59.10005,1
31448,35.908837,-25.721367,0
23463,38.4633,-39.250002,1
4615,59.557614,-61.739103,0
13471,29.951883000000002,-3.5612129999999995,1
11102,10.844367,-22.238789,1
2380,27.735424,-3.927767,1
35913,20.373260000000002,-42.442115,1
24611,49.151371999999995,-28.353324,1
25283,72.602012,-61.980167,0
34550,25.934604999999998,4.417217,1
19997,45.040991999999996,-23.579217,1
8688,86.138984,-25.973422,0
31985,51.161496,-50.732869,1
38895,333.181831,-47.362497,0
7084,42.939497,-7.227406999999999,0
9849,332.69439900000003,-43.291487,1
36653,17.227985999999998,-16.134938000000002,1
21872,54.464101,-14.792582000000001,1
6294,85.60163299999999,-45.86795,1
27092,18.180638000000002,-0.386861,1
36298,321.154855,-64.07873099999999,0
35691,17.309068,2.279951,1
11662,11.9804,-4.283494,0
22904,317.653074,-45.101921000000004,1
10067,58.979526,-30.276571,0
32326,19.918793,-12.462943,0
36022,317.921554,-46.819387,0
15725,315.943515,-62.181161,0
25630,37.123137,-58.237751,0
14208,55.474816000000004,-17.646978,1
20278,56.446713,-35.056656,0
27066,54.607261,-38.181809,1
27128,358.478647,-54.312958,0
3648,36.94984,3.575336,0
32667,344.775192,-46.381961,1
26756,65.589136,-50.982867,0
34080,306.614944,-49.71647,0
1468,52.893156000000005,-55.226363,1
9138,5.747347,-0.164177,0
33321,357.878977,-40.022475,0
6735,20.962157,-5.325228,1
32098,317.964829,-64.220184,0
20896,45.619073,-57.847169,0
25632,334.67287999999996,-49.276891,0
22211,69.82582,-30.231369,0
34248,20.828727,-48.190642,1
17970,357.499349,-45.418533000000004,1
25029,16.430438,3.414394,0
23756,328.380964,-51.588172,0
17802,87.5588,-31.9064,1
39112,91.705834,-33.019251000000004,0
35928,67.592469,-54.385767,0
35466,6.562533,-6.341093,1
8670,60.284313,-46.896496,0
27067,77.39818299999999,-18.650786,0
20393,82.349981,-45.512583,0
19785,35.130774,-58.183021999999994,1
12061,38.046063000000004,-32.497386,0
2995,51.474189,-60.227924,0
2017,322.102072,-52.216647,0
37106,316.209942,-40.831311,1
33254,307.21325099999996,-47.773831,1
37702,8.534796,-0.946082,1
37316,336.15145,-55.791276,0
34388,93.168836,-44.56905,1
10531,37.056375,-22.020524,0
13537,355.58303,-43.668907,0
38795,30.147172,-5.258799,0
34885,10.844000000000001,-63.191469,1
764,87.854941,-43.817295,1
7800,79.206476,-51.586348,0
7612,42.477909999999994,-47.435086,1
29511,20.168987,-21.819492,0
34410,32.000033,-5.780458,1
27045,31.80738,-63.903042000000006,0
31528,42.817029,3.0675169999999996,1
1224,38.778134,-47.389551000000004,0
6040,31.816451,-27.831000000000003,0
31522,31.044321000000004,-22.09446,0
16717,335.035945,-55.234551,0
11267,332.893392,-60.652884,0
36582,353.670706,-48.224136,0
36219,7.338400999999998,-54.30909200000001,0
23053,58.461830000000006,-48.85666,1
36097,65.952209,-36.556406,1
36200,29.833206,-53.116384,0
16533,93.191456,-50.049469,1
23761,32.724001,-1.3693600000000001,1
8183,56.178161,-18.73209,0
35670,318.396896,1.554874,0
17982,27.308877000000003,-26.44115,1
29591,344.678005,-53.227819,1
26538,14.839773000000001,-45.172666,0
39655,50.198869,-60.441157,0
26611,338.99892400000004,-43.550188,0
23671,332.76757299999997,-50.352486,1
25128,59.554704,-53.429990000000004,1
24258,1.887578,-31.507542,0
30383,15.220754000000001,-32.530722999999995,0
26237,42.122171,-4.490416000000001,1
16942,64.23473100000001,-44.686085,1
23452,31.153655999999998,-21.67598,1
20615,31.183484000000004,-41.909554,0
8589,348.796964,0.8381850000000001,0
9523,33.242847999999995,-47.103714000000004,0
24621,67.60550599999999,-30.606213,0
14401,28.359685,-17.020047,1
71,21.924859,-45.421297,0
38605,77.641711,-47.842238,0
37446,310.40256600000004,-60.510409,0
11961,19.985425,-42.154647,1
35902,314.583019,-56.6909,1
37397,315.005813,-56.507848,0
11998,49.401291,-19.263859,0
17127,18.324707,-45.379742,1
20429,317.15236400000003,-41.910422,0
33224,37.9989,-9.260860000000001,0
317,82.501359,-49.965716,0
18563,89.377685,-55.443822,1
12594,348.59265899999997,-47.795778000000006,1
2717,9.568667,-6.925367,1
24967,4.471273,-57.090964,0
6852,43.347776,3.963229,1
33365,89.68920299999998,-29.617254,0
27805,4.9194749999999985,-61.868873,1
30444,11.952412,-34.361261,0
1329,57.93745799999999,-22.84469,0
948,68.75462399999999,-59.456346,1
3885,88.11080899999997,-42.064045,0
12304,91.03280600000001,-49.603024,1
16395,14.574334,-5.835578,1
22649,14.635572,-44.572137,1
31294,8.605642,-39.162043,0
33548,330.335302,-47.237239,1
24672,17.311706,4.113192,1
26066,25.662454,-7.289984,1
33505,64.92016699999999,-54.917022,0
38034,27.826395,-29.330293,0
11586,16.926672,-18.708964,1
26961,323.795529,-62.070985,0
27210,318.69489599999997,-48.350696,1
13376,31.967666,-8.923572,0
15005,331.815546,-56.737325,1
24725,46.283369,-45.937529,0
36897,41.383031,-43.660524,0
36146,54.232232999999994,-11.585775,1
39013,355.492882,-57.228801000000004,0
7780,5.571659,-33.769283,0
22392,20.93681,-1.624507,1
3208,84.488185,-58.635167,0
36208,43.626932000000004,1.872897,0
22194,338.53639,-47.502702,0
16789,81.901394,-39.236546000000004,1
12191,356.309259,-58.066331000000005,1
7996,329.4816620000001,-45.33902,0
22568,333.48155299999996,-43.484598,1
8629,71.292152,-39.235421,1
11917,350.666359,-63.33900500000001,0
21264,17.541033,-23.115417,0
19560,24.874634,-22.229606,1
18365,58.352137,-55.260183,0
24410,18.902752,-1.254274,1
33146,22.691014000000003,-17.868918,1
15535,14.245801,-0.958801,1
30491,329.623817,-60.299168,1
10421,76.534337,-33.16794,1
4147,17.11016,-15.376003,0
37724,52.869081,-47.850953000000004,0
11371,20.002439000000003,3.3877,0
6771,330.727606,-51.919881,1
22501,12.987485000000001,-0.477546,0
14353,73.960245,-46.913389,0
24403,77.849878,-58.278517,1
22332,55.250485999999995,-46.347122,1
26530,0.984399,-39.630998,0
27249,24.291995,-17.133003,0
2848,334.429652,-64.336372,1
2676,95.73048,-46.68555,1
30601,22.578848,-63.887552,0
21106,31.038975,-21.294279,1
28067,299.891946,-52.927170999999994,1
3719,12.555088,-25.97792,0
17210,344.803915,-0.233454,1
23673,314.262317,-55.722193000000004,0
10495,65.934744,-20.316772,0
28187,351.097841,-42.053367,1
17404,30.490126,-44.809424,0
29213,45.348533,-17.784608,0
32972,353.029781,-50.564786,1
34016,341.520827,-65.034654,1
13999,13.562812,-36.176759999999994,0
34099,31.41416,-51.835758,1
37923,22.722122,-61.427603000000005,0
32575,1.6530319999999998,-5.523167,0
11144,60.53898,-56.95854,0
14799,86.47275,-25.986531,1
21869,3.4495419999999997,-41.596101000000004,1
1217,86.854158,-49.928289,0
5544,72.990877,-57.364763,1
17465,69.779558,-41.210882,1
8932,335.704606,-56.398516,1
24418,344.539796,-58.722827,1
15167,86.8271,-19.190847,0
31729,39.003015999999995,-36.385239,1
32674,329.69609199999996,-48.033006,1
241,78.965633,-22.819077,1
6978,53.277471999999996,-49.202575,1
20074,344.966507,1.560563,1
8024,58.738943000000006,-29.339859999999998,1
31631,338.60247599999997,-55.851526,0
24007,95.40701700000001,-58.305611,0
29986,306.407832,-59.623963,0
30453,331.437545,-60.66690000000001,0
9567,4.579613,-3.335629,1
6360,15.679643,-49.664751,0
4449,43.717987,-41.280213,0
3103,42.247124,-0.50293,1
32936,312.101218,-44.381593,0
38226,72.766603,-28.00623,0
22778,35.683571,-19.363389,1
23966,36.79289,3.226681,1
2431,73.789077,-60.317956,1
15081,18.844106,0.627492,1
12628,69.356228,-64.082184,1
29136,89.79656,-47.890798,0
7552,352.590056,-0.983238,1
23999,4.631942,-7.447375,0
25485,70.899632,-52.80301600000001,0
15180,314.68284,-48.667675,0
4367,67.392416,-27.631997,1
23105,51.121182,-11.670619,0
18480,82.43659099999998,-42.042473,0
28538,9.910205,3.059622,1
32370,13.596846,-19.933653,0
31308,77.815602,-22.411646,0
19972,7.810396000000001,-5.993673,1
28842,73.348336,-42.519367,0
20936,53.351615,-47.761441,0
13453,86.67128100000001,-20.150814,0
19237,31.405155999999998,-21.716079,1
21612,78.077348,-19.15954,1
4567,38.953829,-11.751347,0
30782,46.385117,-53.852783,0
13903,313.686444,-40.404308,0
22657,339.444437,-43.836159,1
29359,21.812108,1.4538200000000001,0
39298,33.779934999999995,-21.617717000000003,0
16227,65.85061,-59.185356000000006,0
24773,326.987017,0.8660610000000001,0
17745,42.130213,-36.371668,1
25258,9.817382,5.128641,1
38595,17.180933,-18.812369,0
4162,38.010618,1.25545,0
1735,36.168726,-1.259878,0
31036,17.618062,-54.31933000000001,1
21940,45.849949,-29.080191999999997,1
13302,93.982529,-47.430138,0
520,48.961221,-35.277716,1
39492,33.416610999999996,-6.967637,1
18864,95.812442,-57.76078100000001,1
13400,9.312211999999999,-56.664791,1
39660,67.42863799999999,-25.698043,0
27571,11.638031,-6.158637000000001,1
36844,72.609196,-54.736896,0
6253,97.120261,-57.077938,0
2490,19.202454,-64.824027,0
8376,86.9252,-50.335246000000005,0
9984,44.33838,-15.145836,1
18027,32.452519,-63.06858199999999,1
32860,357.289207,-62.287437,0
18945,317.998269,-41.171221,1
33242,22.198913,-46.199191,0
37341,16.361321,-20.433843,0
20254,93.839075,-40.891324,0
29727,318.44201499999997,-62.221214,1
22652,1.472956,-33.038469,0
408,62.154698,-30.66568,0
